script,oracle_result,sley_result,oracle_cells,sley_cells,cell_vector,correctness,unexpected_sley_skips,missing_sley_cells,extra_sley_cells,performance_eligible,performance_comparison
t5407-post-rewrite-hook.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5408-send-pack-stdin.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5409-colorize-remote-messages.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5410-receive-pack.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5411-proc-receive-hook.sh,PASS,PASS,354,354,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5500-fetch-pack.sh,PASS,PASS,378,378,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5501-fetch-push-alternates.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5502-quickfetch.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5503-tagfollow.sh,PASS,FAIL,12,12,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5504-fetch-receive-strict.sh,PASS,PASS,29,29,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5505-remote.sh,PASS,PASS,130,130,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5506-remote-groups.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5507-remote-environment.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5509-fetch-push-namespaces.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5510-fetch.sh,PASS,FAIL,230,230,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5511-refspec.sh,PASS,PASS,47,47,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5512-ls-remote.sh,PASS,PASS,40,40,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5513-fetch-track.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5514-fetch-multiple.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5515-fetch-merge-logic.sh,PASS,PASS,65,65,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5516-fetch-push.sh,PASS,PASS,128,128,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5517-push-mirror.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5518-fetch-exit-status.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5519-push-alternates.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5520-pull.sh,PASS,PASS,80,80,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5521-pull-options.sh,PASS,PASS,22,22,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5522-pull-symlink.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5523-push-upstream.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5524-pull-msg.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5525-fetch-tagopt.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5526-fetch-submodules.sh,PASS,PASS,56,56,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5527-fetch-odd-refs.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5528-push-default.sh,PASS,PASS,32,32,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5529-push-errors.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5530-upload-pack-error.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5531-deep-submodule-push.sh,PASS,PASS,29,29,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5532-fetch-proxy.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5533-push-cas.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5534-push-signed.sh,PASS,FAIL,13,13,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5535-fetch-push-symref.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5536-fetch-conflicts.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5537-fetch-shallow.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5538-push-shallow.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5543-atomic-push.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5544-pack-objects-hook.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5545-push-options.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5546-receive-limits.sh,PASS,FAIL,17,17,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5547-push-quarantine.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5548-push-porcelain.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5552-skipping-fetch-negotiator.sh,PASS,FAIL,6,6,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5553-set-upstream.sh,PASS,PASS,21,21,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5554-noop-fetch-negotiator.sh,PASS,PASS,1,1,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5565-push-multiple.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5571-pre-push-hook.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5572-pull-submodule.sh,PASS,FAIL,69,69,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5573-pull-verify-signatures.sh,PASS,PASS,16,16,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5574-fetch-output.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5580-unc-paths.sh,SKIP,SKIP,0,0,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t5582-fetch-negative-refspec.sh,PASS,FAIL,16,16,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5583-push-branches.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5600-clone-fail-cleanup.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5601-clone.sh,PASS,PASS,115,115,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5602-clone-remote-exec.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5603-clone-dirname.sh,PASS,PASS,47,47,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5604-clone-reference.sh,PASS,FAIL,35,35,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5605-clone-local.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5606-clone-options.sh,PASS,PASS,21,21,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5607-clone-bundle.sh,PASS,FAIL,16,16,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5609-clone-branch.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5610-clone-detached.sh,PASS,FAIL,13,13,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t5611-clone-config.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5612-clone-refspec.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5613-info-alternate.sh,PASS,FAIL,13,13,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5614-clone-submodules-shallow.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5615-alternate-env.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5616-partial-clone.sh,PASS,FAIL,47,47,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5617-clone-submodules-remote.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5618-alternate-refs.sh,PASS,FAIL,6,6,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5619-clone-local-ambiguous-transport.sh,PASS,FAIL,2,2,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5620-backfill.sh,PASS,PASS,26,26,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5621-clone-revision.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5700-protocol-v1.sh,PASS,FAIL,24,24,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5701-git-serve.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5702-protocol-v2.sh,PASS,FAIL,85,85,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5703-upload-pack-ref-in-want.sh,PASS,PASS,26,26,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5704-protocol-violations.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
