script,oracle_result,sley_result,oracle_cells,sley_cells,cell_vector,correctness,unexpected_sley_skips,missing_sley_cells,extra_sley_cells,performance_eligible,performance_comparison
t0211-trace2-perf.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0212-trace2-event.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0213-trace2-ancestry.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0300-credentials.sh,PASS,PASS,56,56,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0301-credential-cache.sh,PASS,PASS,52,52,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0302-credential-store.sh,PASS,FAIL,65,65,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t0303-credential-external.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0410-partial-clone.sh,PASS,PASS,39,39,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0411-clone-from-partial.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0450-txt-doc-vs-help.sh,PASS,FAIL,896,896,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t0500-progress-display.sh,PASS,PASS,16,16,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0600-reffiles-backend.sh,PASS,PASS,33,33,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0601-reffiles-pack-refs.sh,PASS,PASS,47,47,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0602-reffiles-fsck.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0610-reftable-basics.sh,PASS,PASS,91,91,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0611-reftable-httpd.sh,PASS,PASS,1,1,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0612-reftable-jgit-compatibility.sh,SKIP,SKIP,0,0,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t0613-reftable-write-options.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t0614-reftable-fsck.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1000-read-tree-m-3way.sh,PASS,PASS,83,83,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1001-read-tree-m-2way.sh,PASS,FAIL,29,29,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1002-read-tree-m-u-2way.sh,PASS,PASS,22,22,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1003-read-tree-prefix.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1004-read-tree-m-u-wf.sh,PASS,FAIL,17,17,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1005-read-tree-reset.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1006-cat-file.sh,PASS,PASS,291,291,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1007-hash-object.sh,PASS,PASS,40,40,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1008-read-tree-overlay.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1009-read-tree-new-index.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1010-mktree.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1011-read-tree-sparse-checkout.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1012-read-tree-df.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1013-read-tree-submodule.sh,PASS,PASS,68,68,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1014-read-tree-confusing.sh,PASS,PASS,28,28,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1015-read-index-unmerged.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1016-compatObjectFormat.sh,SKIP,SKIP,0,0,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t1020-subdirectory.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1022-read-tree-partial-clone.sh,PASS,PASS,1,1,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1050-large.sh,PASS,PASS,29,29,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1051-large-conversion.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1060-object-corruption.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1090-sparse-checkout-scope.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1091-sparse-checkout-builtin.sh,PASS,PASS,77,77,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1092-sparse-checkout-compatibility.sh,PASS,FAIL,111,111,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1100-commit-tree-options.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1300-config.sh,PASS,PASS,516,516,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1301-shared-repo.sh,PASS,PASS,22,22,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1302-repo-version.sh,PASS,FAIL,18,18,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1303-wacky-config.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1304-default-acl.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1305-config-include.sh,PASS,PASS,37,37,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1306-xdg-files.sh,PASS,PASS,21,21,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1307-config-blob.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1308-config-set.sh,PASS,PASS,39,39,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1309-early-config.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1310-config-default.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1311-config-optional.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1350-config-hooks-path.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1400-update-ref.sh,PASS,PASS,315,315,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1401-symbolic-ref.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1402-check-ref-format.sh,PASS,PASS,99,99,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1403-show-ref.sh,PASS,FAIL,12,12,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1404-update-ref-errors.sh,PASS,PASS,38,38,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1405-main-ref-store.sh,PASS,PASS,16,16,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1406-submodule-ref-store.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1407-worktree-ref-store.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1408-packed-refs.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1409-avoid-packing-refs.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1410-reflog.sh,PASS,FAIL,41,41,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t1411-reflog-show.sh,PASS,FAIL,17,17,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1412-reflog-loop.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1413-reflog-detach.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1414-reflog-walk.sh,PASS,FAIL,12,12,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1415-worktree-refs.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1416-ref-transaction-hooks.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1417-reflog-updateref.sh,PASS,PASS,21,21,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1418-reflog-exists.sh,PASS,FAIL,6,6,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1419-exclude-refs.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1420-lost-found.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1421-reflog-write.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1422-show-ref-exists.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1423-ref-backend.sh,PASS,PASS,36,36,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1430-bad-ref-name.sh,PASS,PASS,42,42,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1450-fsck.sh,PASS,PASS,96,96,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1451-fsck-buffer.sh,PASS,PASS,72,72,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1460-refs-migrate.sh,PASS,PASS,37,37,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1461-refs-list.sh,PASS,PASS,428,428,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1462-refs-exists.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1463-refs-optimize.sh,PASS,PASS,47,47,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1500-rev-parse.sh,PASS,PASS,82,82,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1501-work-tree.sh,PASS,FAIL,39,39,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1502-rev-parse-parseopt.sh,PASS,PASS,37,37,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1503-rev-parse-verify.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1504-ceiling-dirs.sh,PASS,PASS,44,44,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1505-rev-parse-last.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1506-rev-parse-diagnosis.sh,PASS,PASS,30,30,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1507-rev-parse-upstream.sh,PASS,PASS,29,29,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1508-at-combinations.sh,PASS,PASS,35,35,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1509-root-work-tree.sh,SKIP,SKIP,0,0,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t1510-repo-setup.sh,PASS,PASS,109,109,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1511-rev-parse-caret.sh,PASS,FAIL,17,17,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1512-rev-parse-disambiguation.sh,PASS,PASS,38,38,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1513-rev-parse-prefix.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1514-rev-parse-push.sh,PASS,PASS,9,9,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1515-rev-parse-outside-repo.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1517-outside-repo.sh,FAIL,FAIL,374,368,INCOMPARABLE,FAIL,0,6,0,eligible,INCOMPARABLE
t1600-index.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1601-index-bogus.sh,PASS,FAIL,4,4,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t1700-split-index.sh,PASS,PASS,29,29,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1701-racy-split-index.sh,PASS,PASS,31,31,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1800-hook.sh,PASS,PASS,92,92,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1900-repo-info.sh,PASS,PASS,38,38,EXACT,PASS,0,0,0,eligible,COMPARABLE
t1901-repo-structure.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2000-conflict-when-checking-files-out.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2002-checkout-cache-u.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2003-checkout-cache-mkdir.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2004-checkout-cache-temp.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2005-checkout-index-symlinks.sh,PASS,FAIL,3,3,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2006-checkout-index-basic.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2007-checkout-symlink.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2008-checkout-subdir.sh,PASS,PASS,9,9,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2009-checkout-statinfo.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2010-checkout-ambiguous.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2011-checkout-invalid-head.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2012-checkout-last.sh,PASS,PASS,22,22,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2013-checkout-submodule.sh,PASS,PASS,74,74,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2014-checkout-switch.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2015-checkout-unborn.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2016-checkout-patch.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2017-checkout-orphan.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2018-checkout-branch.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2019-checkout-ambiguous-ref.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2020-checkout-detach.sh,PASS,PASS,26,26,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2021-checkout-overwrite.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2022-checkout-paths.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2023-checkout-m.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2024-checkout-dwim.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2025-checkout-no-overlay.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2026-checkout-pathspec-file.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2027-checkout-track.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2030-unresolve-info.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2050-git-dir-relative.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2060-switch.sh,PASS,FAIL,16,16,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2070-restore.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2071-restore-patch.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2072-restore-pathspec-file.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2080-parallel-checkout-basics.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2081-parallel-checkout-collisions.sh,PASS,FAIL,6,6,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2082-parallel-checkout-attributes.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2100-update-cache-badpath.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2101-update-index-reupdate.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2102-update-index-symlinks.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2103-update-index-ignore-missing.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2104-update-index-skip-worktree.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2105-update-index-gitfile.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2106-update-index-assume-unchanged.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2107-update-index-basic.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2108-update-index-refresh-racy.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2200-add-update.sh,PASS,PASS,20,20,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2201-add-update-typechange.sh,PASS,FAIL,6,6,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2202-add-addremove.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2203-add-intent.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2204-add-ignored.sh,PASS,PASS,47,47,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2205-add-worktree-config.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2206-add-submodule-ignored.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2300-cd-to-toplevel.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2400-worktree-add.sh,PASS,PASS,232,232,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2401-worktree-prune.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2402-worktree-list.sh,PASS,PASS,27,27,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2403-worktree-move.sh,PASS,FAIL,33,33,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2404-worktree-config.sh,PASS,FAIL,12,12,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2405-worktree-submodule.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2406-worktree-repair.sh,PASS,PASS,24,24,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2407-worktree-heads.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t2500-untracked-overwriting.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t2501-cwd-empty.sh,PASS,PASS,24,24,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3000-ls-files-others.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3001-ls-files-others-exclude.sh,PASS,FAIL,27,27,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3002-ls-files-dashpath.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3003-ls-files-exclude.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3004-ls-files-basic.sh,PASS,FAIL,6,6,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3005-ls-files-relative.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3006-ls-files-long.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3007-ls-files-recurse-submodules.sh,PASS,PASS,24,24,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3008-ls-files-lazy-init-name-hash.sh,PASS,PASS,1,1,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3009-ls-files-others-nonsubmodule.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3010-ls-files-killed-modified.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3011-common-prefixes-and-directory-traversal.sh,PASS,FAIL,21,21,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t3012-ls-files-dedup.sh,PASS,FAIL,3,3,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3013-ls-files-format.sh,PASS,PASS,20,20,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3020-ls-files-error-unmatch.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3040-subprojects-basic.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3050-subprojects-fetch.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3060-ls-files-with-tree.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3070-wildmatch.sh,PASS,PASS,1901,1901,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3100-ls-tree-restrict.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3101-ls-tree-dirname.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3102-ls-tree-wildcards.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3103-ls-tree-misc.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3104-ls-tree-format.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3105-ls-tree-output.sh,PASS,PASS,60,60,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3200-branch.sh,PASS,PASS,167,167,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3201-branch-contains.sh,PASS,PASS,24,24,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3202-show-branch.sh,PASS,FAIL,27,27,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3203-branch-output.sh,PASS,PASS,41,41,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3204-branch-name-interpretation.sh,PASS,PASS,16,16,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3205-branch-color.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3206-range-diff.sh,PASS,FAIL,48,48,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3207-branch-submodule.sh,PASS,PASS,20,20,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3211-peel-ref.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3300-funny-names.sh,PASS,FAIL,21,21,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3301-notes.sh,PASS,PASS,153,153,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3302-notes-index-expensive.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3303-notes-subtrees.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3304-notes-mixed.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3306-notes-prune.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3307-notes-man.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3308-notes-merge.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3309-notes-merge-auto-resolve.sh,PASS,PASS,31,31,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3310-notes-merge-manual-resolve.sh,PASS,PASS,22,22,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3311-notes-merge-fanout.sh,PASS,PASS,24,24,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3320-notes-merge-worktrees.sh,PASS,PASS,9,9,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3321-notes-stripspace.sh,PASS,PASS,27,27,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3400-rebase.sh,PASS,FAIL,39,39,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3401-rebase-and-am-rename.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3402-rebase-merge.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3403-rebase-skip.sh,PASS,FAIL,20,20,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3404-rebase-interactive.sh,PASS,PASS,133,133,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3405-rebase-malformed.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3406-rebase-message.sh,PASS,PASS,32,32,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3407-rebase-abort.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3408-rebase-multi-line.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3409-rebase-environ.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3412-rebase-root.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3413-rebase-hook.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3415-rebase-autosquash.sh,PASS,FAIL,28,28,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3416-rebase-onto-threedots.sh,PASS,PASS,18,18,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3417-rebase-whitespace-fix.sh,PASS,FAIL,4,4,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3418-rebase-continue.sh,PASS,PASS,30,30,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3419-rebase-patch-id.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3420-rebase-autostash.sh,PASS,PASS,52,52,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3421-rebase-topology-linear.sh,PASS,PASS,64,64,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3422-rebase-incompatible-options.sh,PASS,PASS,52,52,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3423-rebase-reword.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3424-rebase-empty.sh,PASS,PASS,20,20,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3425-rebase-topology-merges.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3426-rebase-submodule.sh,PASS,FAIL,29,29,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3427-rebase-subtree.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3428-rebase-signoff.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3429-rebase-edit-todo.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
