target,script,result,exit_code,pass,fail,todo,skip,total_cells,plan_total,abort,timeout,missing_cells,extra_cells
sley,t0004-unwritable.sh,FAIL,1,5,4,0,0,9,9,0,0,0,0
sley,t0013-sha1dc.sh,PASS,0,1,0,0,0,1,1,0,0,0,0
sley,t0023-crlf-am.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t0031-lockfile-pid.sh,FAIL,1,3,4,0,0,7,7,0,0,0,0
sley,t0052-simple-ipc.sh,PASS,0,9,0,0,0,9,9,0,0,0,0
sley,t0068-for-each-repo.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t0095-bloom.sh,PASS,0,10,0,0,1,11,11,0,0,0,0
sley,t0210-trace2-normal.sh,PASS,0,14,0,0,0,14,14,0,0,0,0
sley,t0410-partial-clone.sh,FAIL,1,33,3,0,3,39,39,0,0,0,0
sley,t0611-reftable-httpd.sh,PASS,0,1,0,0,0,1,1,0,0,0,0
sley,t1004-read-tree-m-u-wf.sh,FAIL,1,14,3,0,0,17,17,0,0,0,0
sley,t1012-read-tree-df.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t1051-large-conversion.sh,PASS,0,10,0,0,2,12,12,0,0,0,0
sley,t1302-repo-version.sh,FAIL,1,14,4,0,0,18,18,0,0,0,0
sley,t1310-config-default.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t1405-main-ref-store.sh,PASS,0,16,0,0,0,16,16,0,0,0,0
sley,t1413-reflog-detach.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t1421-reflog-write.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t1462-refs-exists.sh,PASS,0,13,0,0,0,13,13,0,0,0,0
sley,t1506-rev-parse-diagnosis.sh,PASS,0,30,0,0,0,30,30,0,0,0,0
sley,t1514-rev-parse-push.sh,PASS,0,9,0,0,0,9,9,0,0,0,0
sley,t1900-repo-info.sh,PASS,0,38,0,0,0,38,38,0,0,0,0
sley,t2007-checkout-symlink.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t2015-checkout-unborn.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t2023-checkout-m.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t2070-restore.sh,PASS,0,15,0,0,0,15,15,0,0,0,0
sley,t2102-update-index-symlinks.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t2201-add-update-typechange.sh,FAIL,1,2,4,0,0,6,6,0,0,0,0
sley,t2401-worktree-prune.sh,PASS,0,13,0,0,0,13,13,0,0,0,0
sley,t2501-cwd-empty.sh,PASS,0,24,0,0,0,24,24,0,0,0,0
sley,t3007-ls-files-recurse-submodules.sh,PASS,0,24,0,0,0,24,24,0,0,0,0
sley,t3040-subprojects-basic.sh,PASS,0,11,0,0,0,11,11,0,0,0,0
sley,t3104-ls-tree-format.sh,PASS,0,19,0,0,0,19,19,0,0,0,0
sley,t3206-range-diff.sh,FAIL,1,46,2,0,0,48,48,0,0,0,0
sley,t3306-notes-prune.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t3400-rebase.sh,FAIL,1,35,4,0,0,39,39,0,0,0,0
sley,t3408-rebase-multi-line.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t3419-rebase-patch-id.sh,PASS,0,8,0,0,0,8,8,0,0,0,0
sley,t3427-rebase-subtree.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t3435-rebase-gpg-sign.sh,SKIP,0,0,0,0,1,0,0,0,0,0,0
sley,t3500-cherry.sh,FAIL,1,0,5,0,0,5,5,0,0,0,0
sley,t3508-cherry-pick-many-commits.sh,FAIL,1,11,3,0,0,14,14,0,0,0,0
sley,t3601-rm-pathspec-file.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t3705-add-sparse-checkout.sh,FAIL,1,18,2,0,0,20,20,0,0,0,0
sley,t3906-stash-submodule.sh,FAIL,1,5,1,10,0,16,16,0,0,0,0
sley,t4002-diff-basic.sh,PASS,0,63,0,0,0,63,63,0,0,0,0
sley,t4010-diff-pathspec.sh,FAIL,1,15,2,0,0,17,17,0,0,0,0
sley,t4018-diff-funcname.sh,PASS,0,291,0,0,0,291,291,0,0,0,0
sley,t4027-diff-submodule.sh,FAIL,1,18,2,0,0,20,20,0,0,0,0
sley,t4035-diff-quiet.sh,FAIL,1,19,4,0,0,23,23,0,0,0,0
sley,t4043-diff-rename-binary.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t4051-diff-function-context.sh,FAIL,1,38,4,0,0,42,42,0,0,0,0
sley,t4059-diff-submodule-not-initialized.sh,FAIL,1,1,7,0,0,8,8,0,0,0,0
sley,t4067-diff-partial-clone.sh,FAIL,1,1,8,0,0,9,9,0,0,0,0
sley,t4100-apply-stat.sh,PASS,0,25,0,0,0,25,25,0,0,0,0
